"PLANTID" "GARDENID" "YEAR" "SEASON" "LEAFNR" "PERCENTDAMAGE"
"3798" "RUI_0560" "RUI" 2021 "S1" 4 0.01
"3799" "ALN_0646" "ALN" 2021 "S1" 2 0.01
"3800" "GON_1227" "GON" 2021 "S3" 4 0.01
"3801" "RUI_0608" "RUI" 2021 "S3" 12 0.08
"3802" "KEV_0012" "KEV" 2022 "S1" 1 0
"3803" "ALN_0745" "ALN" 2022 "S1" 2 0
"3804" "RUI_0452" "RUI" 2021 "S2" 5 0.03
"3805" "ALN_0907" "ALN" 2021 "S2" 1 0.08
"3806" "ALN_0785" "ALN" 2022 "S2" 9 0
"3807" "RUI_0546" "RUI" 2021 "S2" 4 0.03
"3808" "ALN_0731" "ALN" 2021 "S3" 3 0.3
"3809" "RUI_0587" "RUI" 2021 "S2" 27 0.02
"3810" "RUI_0472" "RUI" 2021 "S3" 4 0.025
"3811" "GON_0996" "GON" 2022 "S1" 6 0
"3812" "ALN_0704" "ALN" 2021 "S3" 2 0.04
"3813" "RUI_0618" "RUI" 2021 "S2" 4 0.05
"3814" "GON_1160" "GON" 2021 "S2" 10 0.0417
"3815" "RAS_1351" "RAS" 2022 "S2" 6 0
"3816" "RUI_0348" "RUI" 2021 "S3" 18 0.025
"3817" "GON_1279" "GON" 2021 "S2" 3 0.01
"3818" "RUI_0555" "RUI" 2021 "S2" 29 0.01
"3819" "ALN_0906" "ALN" 2021 "S3" 12 0.08
"3820" "ALN_0937" "ALN" 2022 "S1" 6 0
"3821" "ALN_0937" "ALN" 2021 "S3" 9 0.08
"3822" "RUI_0635" "RUI" 2021 "S3" 3 0.01
"3823" "GON_1058" "GON" 2022 "S1" 6 0
"3824" "ALN_0759" "ALN" 2021 "S3" 10 0.01
"3825" "RAS_1529" "RAS" 2021 "S3" 11 0.01
"3826" "ALN_0734" "ALN" 2021 "S3" 4 0.1
"3827" "RUI_0441" "RUI" 2021 "S2" 8 0.2
"3828" "RAS_1460" "RAS" 2022 "S1" 2 0
"3829" "RAS_1487" "RAS" 2022 "S1" 2 0
"3830" "ALN_0673" "ALN" 2022 "S2" 4 0.1
"3831" "ALN_0852" "ALN" 2022 "S2" 9 0
"3832" "ALN_0725" "ALN" 2022 "S1" 7 0
"3833" "GON_1206" "GON" 2021 "S3" 5 0.01
"3834" "GON_1187" "GON" 2021 "S2" 2 0.01
"3835" "ALN_0844" "ALN" 2021 "S3" 20 0.3
"3836" "RUI_0578" "RUI" 2021 "S2" 3 0.02
"3837" "RUI_0438" "RUI" 2021 "S2" 32 0.08
"3838" "GON_0980" "GON" 2021 "S4" 10 0.04
"3839" "ALN_0747" "ALN" 2021 "S1" 3 0.02
"3840" "RAS_1565" "RAS" 2022 "S1" 4 0
"3841" "KEV_0252" "KEV" 2022 "S1" 1 0
"3842" "ALN_0702" "ALN" 2021 "S3" 2 0.02
"3843" "KEV_0210" "KEV" 2021 "S1" 7 0.02
"3844" "ALN_0880" "ALN" 2022 "S1" 8 0.15
"3845" "KEV_0138" "KEV" 2022 "S1" 9 0
"3846" "ALN_0771" "ALN" 2021 "S3" 21 0.4
"3847" "KEV_0029" "KEV" 2021 "S1" 2 0.01
"3848" "ALN_0814" "ALN" 2021 "S2" 2 0.12
"3849" "RUI_0573" "RUI" 2021 "S3" 26 0.05
"3850" "RUI_0509" "RUI" 2021 "S2" 19 0.05
"3851" "RUI_0529" "RUI" 2021 "S2" 5 0.01
"3852" "RAS_1311" "RAS" 2022 "S2" 9 0
"3853" "RUI_0541" "RUI" 2021 "S2" 13 0.03
"3854" "ALN_0902" "ALN" 2021 "S2" 12 0.07
"3855" "RUI_0432" "RUI" 2021 "S2" 26 0.03
"3856" "RUI_0584" "RUI" 2021 "S2" 6 0.05
"3857" "RAS_1371" "RAS" 2022 "S1" 7 0
"3858" "GON_1267" "GON" 2022 "S2" 1 0
"3859" "ALN_0811" "ALN" 2022 "S2" 7 0
"3860" "RUI_0389" "RUI" 2021 "S3" 28 0.08
"3861" "ALN_0751" "ALN" 2022 "S1" 4 0.1
"3862" "KEV_0234" "KEV" 2022 "S1" 7 0
"3863" "ALN_0822" "ALN" 2021 "S2" 16 0.3
"3864" "ALN_0760" "ALN" 2021 "S3" 4 0.01
"3865" "RUI_0381" "RUI" 2021 "S2" 1 0.01
"3866" "RUI_0547" "RUI" 2021 "S2" 8 0.03
"3867" "RUI_0597" "RUI" 2021 "S3" 6 0.33
"3868" "KEV_0197" "KEV" 2022 "S2" 7 0
"3869" "ALN_0913" "ALN" 2021 "S3" 18 0.4
"3870" "RUI_0568" "RUI" 2021 "S3" 16 0.01
"3871" "RUI_0509" "RUI" 2021 "S2" 5 0.01
"3872" "RUI_0625" "RUI" 2021 "S3" 17 0.01
"3873" "ALN_0729" "ALN" 2021 "S2" 6 0.06
"3874" "ALN_0709" "ALN" 2021 "S3" 4 0.05
"3875" "GON_1075" "GON" 2022 "S1" 1 0
"3876" "ALN_0810" "ALN" 2021 "S1" 7 0.08
"3877" "ALN_0862" "ALN" 2021 "S2" 5 0.08
"3878" "ALN_0924" "ALN" 2022 "S2" 8 0
"3879" "RUI_0360" "RUI" 2021 "S2" 7 0.01
"3880" "ALN_0767" "ALN" 2021 "S2" 12 0.02
"3881" "RUI_0434" "RUI" 2021 "S3" 9 0.17
"3882" "ALN_0944" "ALN" 2022 "S1" 1 0
"3883" "ALN_0918" "ALN" 2021 "S3" 14 0.08
"3884" "ALN_0679" "ALN" 2021 "S3" 9 0.02
"3885" "RUI_0456" "RUI" 2021 "S1" 17 0.04
"3886" "RUI_0376" "RUI" 2021 "S2" 41 0.02
"3887" "ALN_0751" "ALN" 2021 "S3" 4 0.08
"3888" "RUI_0349" "RUI" 2021 "S2" 32 0.02
"3889" "RAS_1313" "RAS" 2021 "S1" 4 0.05
"3890" "RUI_0406" "RUI" 2021 "S3" 6 0.17
"3891" "ALN_0759" "ALN" 2021 "S3" 4 0.005
"3892" "GON_1030" "GON" 2021 "S2" 3 0.01
"3893" "RUI_0412" "RUI" 2021 "S3" 13 0.025
"3894" "GON_0962" "GON" 2021 "S1" 4 0.9167
"3895" "ALN_0711" "ALN" 2021 "S3" 7 0.08
"3896" "ALN_0740" "ALN" 2022 "S1" 5 0.4
"3897" "ALN_0719" "ALN" 2021 "S2" 4 0.005
"3898" "GON_0976" "GON" 2021 "S2" 4 0.01
"3899" "RAS_1476" "RAS" 2021 "S2" 1 0.1
"3900" "ALN_0809" "ALN" 2021 "S2" 3 0.03
"3901" "ALN_0853" "ALN" 2022 "S2" 1 0.05
"3902" "RUI_0605" "RUI" 2021 "S2" 17 0.03
"3903" "ALN_0903" "ALN" 2022 "S1" 8 0
"3904" "GON_1077" "GON" 2022 "S2" 6 0
"3905" "ALN_0802" "ALN" 2022 "S2" 8 0
"3906" "ALN_0931" "ALN" 2021 "S2" 6 0.02
"3907" "GON_1197" "GON" 2021 "S3" 2 0.01
"3908" "GON_1039" "GON" 2022 "S2" 5 0
"3909" "RUI_0527" "RUI" 2021 "S2" 18 0.05
"3910" "ALN_0758" "ALN" 2021 "S3" 29 0.03
"3911" "ALN_0826" "ALN" 2021 "S3" 10 0.1
"3912" "RUI_0382" "RUI" 2021 "S2" 14 0.02
"3913" "ALN_0823" "ALN" 2021 "S2" 2 0.005
"3914" "RAS_1378" "RAS" 2022 "S1" 9 0
"3915" "ALN_0828" "ALN" 2021 "S3" 10 0.08
"3916" "RUI_0334" "RUI" 2021 "S2" 9 0.05
"3917" "RAS_1354" "RAS" 2022 "S2" 5 0
"3918" "ALN_0751" "ALN" 2022 "S1" 10 0
"3919" "GON_1077" "GON" 2021 "S4" 5 0.08
"3920" "ALN_0771" "ALN" 2021 "S2" 7 0.15
"3921" "ALN_0653" "ALN" 2021 "S3" 7 0.02
"3922" "RUI_0622" "RUI" 2021 "S2" 6 0.01
"3923" "ALN_0641" "ALN" 2021 "S3" 6 0.08
"3924" "RAS_1573" "RAS" 2022 "S1" 4 0
"3925" "RUI_0627" "RUI" 2021 "S2" 16 0.05
"3926" "GON_0993" "GON" 2022 "S2" 8 0.01
"3927" "RUI_0346" "RUI" 2021 "S3" 24 0.05
"3928" "RAS_1290" "RAS" 2022 "S1" 3 0
"3929" "GON_1112" "GON" 2021 "S3" 4 0.01
"3930" "RAS_1418" "RAS" 2022 "S2" 1 0
"3931" "ALN_0875" "ALN" 2022 "S2" 5 0
"3932" "RAS_1296" "RAS" 2022 "S1" 2 0
"3933" "ALN_0906" "ALN" 2021 "S3" 6 0.04
"3934" "RUI_0605" "RUI" 2021 "S2" 27 0.03
"3935" "RAS_1342" "RAS" 2022 "S1" 8 0
"3936" "RAS_1317" "RAS" 2022 "S2" 5 0
"3937" "KEV_0192" "KEV" 2021 "S1" 3 0.01
"3938" "RAS_1505" "RAS" 2022 "S1" 1 0
"3939" "GON_1077" "GON" 2021 "S3" 29 0.125
"3940" "KEV_0246" "KEV" 2022 "S2" 8 0
"3941" "RAS_1404" "RAS" 2022 "S2" 5 0
"3942" "RUI_0556" "RUI" 2021 "S2" 3 0.03
"3943" "ALN_0714" "ALN" 2022 "S2" 8 0
"3944" "ALN_0659" "ALN" 2021 "S3" 49 0.2
"3945" "ALN_0940" "ALN" 2021 "S3" 7 0.03
"3946" "RUI_0539" "RUI" 2021 "S3" 5 0.01
"3947" "ALN_0906" "ALN" 2022 "S1" 4 0
"3948" "KEV_0252" "KEV" 2022 "S1" 5 0
"3949" "ALN_0757" "ALN" 2021 "S2" 17 0.15
"3950" "GON_1119" "GON" 2022 "S2" 1 0
"3951" "ALN_0915" "ALN" 2021 "S3" 24 0.08
"3952" "RUI_0393" "RUI" 2021 "S2" 23 0.05
"3953" "GON_1076" "GON" 2022 "S1" 4 0
"3954" "ALN_0682" "ALN" 2021 "S2" 23 0.01
"3955" "RUI_0373" "RUI" 2021 "S3" 7 0.025
"3956" "GON_1086" "GON" 2021 "S2" 4 0.01
"3957" "RAS_1390" "RAS" 2021 "S3" 22 0.1
"3958" "KEV_0246" "KEV" 2022 "S2" 9 0
"3959" "RUI_0408" "RUI" 2021 "S1" 10 0.04
"3960" "RUI_0607" "RUI" 2021 "S3" 18 0.08
"3961" "GON_1269" "GON" 2021 "S3" 2 0.01
"3962" "RAS_1587" "RAS" 2022 "S1" 1 0.14
"3963" "ALN_0889" "ALN" 2022 "S1" 9 0
"3964" "RUI_0339" "RUI" 2021 "S1" 2 0.01
"3965" "GON_1104" "GON" 2022 "S1" 7 0
"3966" "ALN_0774" "ALN" 2022 "S1" 7 0.1
"3967" "ALN_0872" "ALN" 2021 "S3" 14 0.16
"3968" "RUI_0563" "RUI" 2021 "S2" 30 0.03
"3969" "RUI_0346" "RUI" 2021 "S1" 5 0.02
"3970" "ALN_0738" "ALN" 2021 "S3" 15 0.05
"3971" "ALN_0942" "ALN" 2021 "S3" 5 0.04
"3972" "RAS_1496" "RAS" 2022 "S1" 7 0
"3973" "RUI_0544" "RUI" 2021 "S1" 20 0.02
"3974" "ALN_0884" "ALN" 2021 "S2" 8 0.1
"3975" "GON_0977" "GON" 2021 "S2" 4 0.01
"3976" "KEV_0319" "KEV" 2022 "S2" 4 0
"3977" "ALN_0753" "ALN" 2022 "S1" 3 0
"3978" "RAS_1288" "RAS" 2021 "S3" 7 0.01
"3979" "GON_1268" "GON" 2022 "S2" 3 0
"3980" "RAS_1416" "RAS" 2022 "S1" 6 0
"3981" "ALN_0761" "ALN" 2021 "S3" 10 0.02
"3982" "ALN_0773" "ALN" 2022 "S2" 8 0
"3983" "ALN_0677" "ALN" 2022 "S1" 9 0.1
"3984" "ALN_0748" "ALN" 2021 "S3" 11 0.08
"3985" "RUI_0569" "RUI" 2021 "S3" 42 0.05
"3986" "KEV_0002" "KEV" 2022 "S1" 2 0
"3987" "ALN_0694" "ALN" 2021 "S3" 7 0.04
"3988" "RUI_0372" "RUI" 2021 "S3" 2 0.01
"3989" "RAS_1429" "RAS" 2021 "S2" 9 0.12
"3990" "RUI_0348" "RUI" 2021 "S3" 42 0.08
"3991" "ALN_0827" "ALN" 2021 "S3" 5 0.05
"3992" "GON_1084" "GON" 2022 "S1" 2 0
"3993" "RUI_0373" "RUI" 2021 "S2" 30 0.05
"3994" "RAS_1361" "RAS" 2021 "S3" 7 0.02
"3995" "ALN_0726" "ALN" 2021 "S1" 3 0.1
"3996" "KEV_0019" "KEV" 2022 "S1" 8 0
"3997" "KEV_0191" "KEV" 2022 "S2" 6 0
"3998" "ALN_0881" "ALN" 2021 "S2" 2 0.01
"3999" "RUI_0532" "RUI" 2021 "S2" 7 0.03
"4000" "ALN_0673" "ALN" 2021 "S3" 22 0.1
"4001" "GON_1015" "GON" 2022 "S2" 1 0
"4002" "ALN_0807" "ALN" 2021 "S2" 5 0.12
"4003" "RUI_0402" "RUI" 2021 "S2" 4 0.03
"4004" "RUI_0627" "RUI" 2021 "S3" 2 0.01
"4005" "ALN_0743" "ALN" 2021 "S3" 5 0.08
"4006" "ALN_0914" "ALN" 2021 "S3" 17 0.1
"4007" "KEV_0117" "KEV" 2021 "S2" 1 0.1
"4008" "KEV_0237" "KEV" 2022 "S1" 5 0
"4009" "RAS_1363" "RAS" 2021 "S3" 3 0.005
"4010" "ALN_0833" "ALN" 2021 "S1" 5 0.04
"4011" "RAS_1312" "RAS" 2022 "S2" 10 0
"4012" "ALN_0749" "ALN" 2022 "S1" 1 0
"4013" "GON_0992" "GON" 2021 "S2" 2 0.01
"4014" "ALN_0673" "ALN" 2021 "S3" 5 0.03
"4015" "GON_1022" "GON" 2022 "S1" 6 0
"4016" "RUI_0591" "RUI" 2021 "S1" 23 0.02
"4017" "GON_1169" "GON" 2022 "S1" 9 0.01
"4018" "RUI_0517" "RUI" 2021 "S2" 22 0.25
"4019" "GON_0971" "GON" 2022 "S2" 7 0
"4020" "RAS_1285" "RAS" 2021 "S3" 5 0.005
"4021" "GON_0986" "GON" 2021 "S3" 9 0.01
"4022" "RAS_1534" "RAS" 2021 "S3" 9 0.005
"4023" "ALN_0809" "ALN" 2021 "S2" 13 0.05
"4024" "RAS_1498" "RAS" 2022 "S2" 10 0.01
"4025" "KEV_0118" "KEV" 2022 "S1" 10 0
"4026" "RAS_1502" "RAS" 2022 "S1" 8 0
"4027" "GON_1265" "GON" 2022 "S1" 5 0
"4028" "RUI_0540" "RUI" 2021 "S2" 11 0.01
"4029" "RUI_0536" "RUI" 2021 "S2" 10 0.2
"4030" "RUI_0373" "RUI" 2021 "S3" 47 0.08
"4031" "GON_0994" "GON" 2021 "S3" 4 0.01
"4032" "GON_0965" "GON" 2021 "S3" 12 0.01
"4033" "ALN_0825" "ALN" 2021 "S3" 30 0.61
"4034" "KEV_0010" "KEV" 2022 "S2" 7 0
"4035" "ALN_0855" "ALN" 2021 "S3" 7 0.03
"4036" "ALN_0892" "ALN" 2021 "S2" 3 0.4
"4037" "GON_1055" "GON" 2021 "S4" 5 0.0417
"4038" "RUI_0403" "RUI" 2021 "S2" 17 0.05
"4039" "RAS_1304" "RAS" 2022 "S1" 8 0
"4040" "GON_1233" "GON" 2021 "S2" 8 0.01
"4041" "KEV_0290" "KEV" 2022 "S2" 5 0
"4042" "KEV_0240" "KEV" 2022 "S1" 3 0
"4043" "ALN_0725" "ALN" 2021 "S1" 1 0.01
"4044" "GON_1207" "GON" 2021 "S2" 1 0.01
"4045" "ALN_0708" "ALN" 2022 "S1" 4 0
"4046" "GON_1172" "GON" 2022 "S2" 10 0.0416666666666666
"4047" "KEV_0077" "KEV" 2022 "S2" 8 0
"4048" "ALN_0877" "ALN" 2022 "S2" 1 0
"4049" "RAS_1424" "RAS" 2022 "S1" 8 0
"4050" "ALN_0822" "ALN" 2021 "S3" 23 0.3
"4051" "GON_1017" "GON" 2022 "S1" 4 0
"4052" "RAS_1514" "RAS" 2021 "S2" 2 0.2
"4053" "ALN_0643" "ALN" 2022 "S2" 1 0.15
"4054" "RUI_0385" "RUI" 2021 "S2" 4 0.02
"4055" "RUI_0427" "RUI" 2021 "S3" 10 0.025
"4056" "RUI_0402" "RUI" 2021 "S2" 29 0.03
"4057" "KEV_0140" "KEV" 2022 "S1" 3 0
"4058" "GON_1013" "GON" 2021 "S3" 1 0.0833
"4059" "ALN_0773" "ALN" 2021 "S3" 9 0.05
"4060" "KEV_0277" "KEV" 2022 "S2" 7 0
"4061" "GON_1280" "GON" 2022 "S2" 4 0
"4062" "RAS_1390" "RAS" 2021 "S2" 1 0.16
"4063" "GON_0971" "GON" 2022 "S2" 3 0
"4064" "RAS_1323" "RAS" 2021 "S2" 1 0.01
"4065" "ALN_0722" "ALN" 2021 "S3" 1 0.02
"4066" "RUI_0566" "RUI" 2021 "S1" 1 0.03
"4067" "ALN_0954" "ALN" 2022 "S2" 5 0
"4068" "RAS_1587" "RAS" 2021 "S3" 8 0.005
"4069" "RUI_0346" "RUI" 2021 "S3" 7 0.01
"4070" "RAS_1554" "RAS" 2021 "S2" 1 0.01
"4071" "GON_1064" "GON" 2022 "S2" 7 0.01
"4072" "ALN_0842" "ALN" 2021 "S1" 1 0.01
"4073" "RUI_0573" "RUI" 2021 "S2" 34 0.05
"4074" "GON_1189" "GON" 2021 "S3" 5 0.01
"4075" "RUI_0458" "RUI" 2021 "S3" 24 0.08
"4076" "ALN_0856" "ALN" 2021 "S3" 18 0.16
"4077" "RUI_0625" "RUI" 2021 "S3" 5 0.01
"4078" "GON_1231" "GON" 2022 "S1" 10 0.01
"4079" "RAS_1436" "RAS" 2022 "S1" 10 0
"4080" "GON_1219" "GON" 2022 "S2" 7 0
"4081" "KEV_0299" "KEV" 2022 "S1" 2 0
"4082" "ALN_0755" "ALN" 2021 "S2" 12 0.05
"4083" "KEV_0132" "KEV" 2022 "S1" 3 0
"4084" "ALN_0925" "ALN" 2021 "S2" 8 0.15
"4085" "ALN_0642" "ALN" 2022 "S2" 10 0
"4086" "RUI_0420" "RUI" 2021 "S1" 10 0.08
"4087" "ALN_0826" "ALN" 2021 "S2" 8 0.03
"4088" "KEV_0215" "KEV" 2022 "S1" 10 0
"4089" "RAS_1586" "RAS" 2022 "S1" 5 0
"4090" "ALN_0678" "ALN" 2021 "S3" 7 0.02
"4091" "RUI_0404" "RUI" 2021 "S2" 7 0.03
"4092" "RUI_0389" "RUI" 2021 "S3" 18 0.05
"4093" "KEV_0112" "KEV" 2022 "S2" 6 0.0833333333333333
"4094" "RAS_1353" "RAS" 2022 "S1" 5 0
"4095" "RUI_0639" "RUI" 2021 "S2" 10 0.15
"4096" "RUI_0347" "RUI" 2021 "S2" 15 0.03
"4097" "RUI_0400" "RUI" 2021 "S2" 10 0.03
"4098" "ALN_0871" "ALN" 2021 "S2" 3 0.05
"4099" "KEV_0186" "KEV" 2021 "S2" 1 0.05
"4100" "ALN_0898" "ALN" 2022 "S1" 10 0
"4101" "RUI_0530" "RUI" 2021 "S3" 18 0.05
"4102" "GON_1086" "GON" 2022 "S2" 10 0.01
"4103" "RUI_0427" "RUI" 2021 "S3" 20 0.025
"4104" "RUI_0418" "RUI" 2021 "S2" 5 0.03
"4105" "KEV_0056" "KEV" 2021 "S1" 3 0.02
"4106" "ALN_0662" "ALN" 2021 "S2" 6 0.02
"4107" "ALN_0709" "ALN" 2021 "S3" 16 0.2
"4108" "RUI_0597" "RUI" 2021 "S3" 8 0.33
"4109" "RAS_1561" "RAS" 2022 "S1" 3 0
"4110" "RUI_0378" "RUI" 2021 "S2" 4 0.01
"4111" "ALN_0691" "ALN" 2022 "S2" 6 0
"4112" "RUI_0346" "RUI" 2021 "S2" 18 0.03
"4113" "RUI_0519" "RUI" 2021 "S2" 22 0.15
"4114" "GON_1096" "GON" 2022 "S2" 4 0
"4115" "RUI_0457" "RUI" 2021 "S2" 3 0.15
"4116" "RAS_1521" "RAS" 2021 "S2" 4 0.03
"4117" "ALN_0669" "ALN" 2021 "S3" 18 0.12
"4118" "RUI_0533" "RUI" 2021 "S2" 7 0.05
"4119" "GON_1077" "GON" 2021 "S1" 4 0.01
"4120" "GON_1049" "GON" 2021 "S3" 4 0.0833
"4121" "RAS_1348" "RAS" 2021 "S2" 2 0.12
"4122" "KEV_0296" "KEV" 2022 "S2" 5 0
"4123" "ALN_0955" "ALN" 2021 "S2" 6 0.1
"4124" "ALN_0771" "ALN" 2021 "S3" 22 0.5
"4125" "RUI_0573" "RUI" 2021 "S1" 8 0.01
"4126" "KEV_0219" "KEV" 2022 "S2" 5 0
"4127" "RUI_0388" "RUI" 2021 "S3" 6 0.025
"4128" "GON_1267" "GON" 2022 "S2" 6 0
"4129" "RUI_0377" "RUI" 2021 "S2" 34 0.03
"4130" "RAS_1537" "RAS" 2021 "S2" 1 0.01
"4131" "RUI_0434" "RUI" 2021 "S2" 27 0.03
"4132" "ALN_0700" "ALN" 2021 "S3" 28 0.15
"4133" "GON_1229" "GON" 2022 "S1" 7 0
"4134" "RAS_1561" "RAS" 2022 "S1" 9 0
"4135" "KEV_0248" "KEV" 2022 "S1" 7 0
"4136" "GON_1277" "GON" 2021 "S2" 11 0.0417
"4137" "RUI_0431" "RUI" 2021 "S3" 1 0.01
"4138" "RUI_0326" "RUI" 2021 "S2" 22 0.05
"4139" "RUI_0389" "RUI" 2021 "S3" 8 0.025
"4140" "RUI_0547" "RUI" 2021 "S2" 1 0.03
"4141" "KEV_0104" "KEV" 2022 "S1" 6 0
"4142" "RUI_0546" "RUI" 2021 "S2" 18 0.03
"4143" "RAS_1303" "RAS" 2022 "S1" 2 0
"4144" "RAS_1395" "RAS" 2021 "S3" 26 0.02
"4145" "ALN_0893" "ALN" 2021 "S3" 8 0.1
"4146" "ALN_0855" "ALN" 2021 "S2" 8 0.06
"4147" "ALN_0739" "ALN" 2021 "S2" 7 0.03
"4148" "RUI_0587" "RUI" 2021 "S2" 20 0.02
"4149" "RUI_0598" "RUI" 2021 "S2" 14 0.05
"4150" "RUI_0625" "RUI" 2021 "S2" 42 0.05
"4151" "RUI_0553" "RUI" 2021 "S3" 36 0.17
"4152" "GON_1077" "GON" 2021 "S2" 23 0.1667
"4153" "ALN_0861" "ALN" 2021 "S2" 10 0.01
"4154" "RAS_1524" "RAS" 2022 "S1" 2 0
"4155" "RUI_0589" "RUI" 2021 "S2" 7 0.1
"4156" "RUI_0388" "RUI" 2021 "S3" 24 0.17
"4157" "RAS_1515" "RAS" 2022 "S1" 2 0
"4158" "ALN_0736" "ALN" 2021 "S3" 6 0.04
"4159" "ALN_0690" "ALN" 2022 "S2" 3 0.05
"4160" "RAS_1587" "RAS" 2022 "S2" 10 0
"4161" "KEV_0320" "KEV" 2022 "S2" 10 0
"4162" "RUI_0371" "RUI" 2021 "S3" 7 0.025
"4163" "GON_1041" "GON" 2021 "S4" 2 0.05
"4164" "RAS_1584" "RAS" 2022 "S2" 10 0
"4165" "KEV_0119" "KEV" 2022 "S1" 2 0
"4166" "RAS_1558" "RAS" 2022 "S1" 3 0
"4167" "RAS_1454" "RAS" 2022 "S2" 6 0
"4168" "KEV_0233" "KEV" 2022 "S1" 6 0
"4169" "RAS_1381" "RAS" 2021 "S2" 1 0.01
"4170" "KEV_0205" "KEV" 2022 "S1" 2 0
"4171" "RUI_0573" "RUI" 2021 "S1" 10 0.02
"4172" "RAS_1361" "RAS" 2022 "S1" 3 0.05
"4173" "GON_1176" "GON" 2022 "S2" 10 0.0208333333333333
"4174" "RUI_0328" "RUI" 2021 "S3" 44 0.02
"4175" "RUI_0571" "RUI" 2021 "S1" 6 0.05
"4176" "GON_1178" "GON" 2022 "S2" 9 0.01
"4177" "RUI_0607" "RUI" 2021 "S3" 11 0.05
"4178" "ALN_0893" "ALN" 2021 "S2" 12 0.08
"4179" "GON_1015" "GON" 2022 "S2" 4 0
"4180" "RUI_0541" "RUI" 2021 "S2" 8 0.01
"4181" "GON_1062" "GON" 2021 "S4" 4 0.0417
"4182" "ALN_0863" "ALN" 2022 "S2" 3 0
"4183" "RUI_0505" "RUI" 2021 "S3" 9 0.17
"4184" "ALN_0934" "ALN" 2021 "S2" 3 0.01
"4185" "ALN_0811" "ALN" 2022 "S1" 2 0
"4186" "RUI_0450" "RUI" 2021 "S2" 5 0.3
"4187" "GON_1147" "GON" 2022 "S2" 4 0
"4188" "RUI_0524" "RUI" 2021 "S2" 7 0.01
"4189" "RUI_0342" "RUI" 2021 "S3" 19 0.01
"4190" "GON_1228" "GON" 2021 "S4" 3 0.01
"4191" "KEV_0075" "KEV" 2022 "S1" 4 0
"4192" "GON_1013" "GON" 2022 "S2" 7 0
"4193" "GON_1073" "GON" 2021 "S3" 1 0.01
"4194" "RUI_0550" "RUI" 2021 "S2" 7 0.05
"4195" "ALN_0927" "ALN" 2022 "S1" 7 0
"4196" "RUI_0471" "RUI" 2021 "S3" 27 0.05
"4197" "RAS_1593" "RAS" 2022 "S2" 1 0.1
"4198" "KEV_0315" "KEV" 2022 "S2" 4 0
"4199" "GON_1154" "GON" 2022 "S2" 3 0
"4200" "ALN_0768" "ALN" 2021 "S1" 1 0.01
"4201" "ALN_0769" "ALN" 2021 "S3" 6 0.05
"4202" "RUI_0401" "RUI" 2021 "S2" 21 0.02
"4203" "ALN_0782" "ALN" 2021 "S3" 12 0.7
"4204" "GON_1043" "GON" 2021 "S4" 7 0.04
"4205" "GON_1097" "GON" 2021 "S3" 3 0.08333
"4206" "KEV_0086" "KEV" 2022 "S1" 3 0
"4207" "ALN_0895" "ALN" 2022 "S1" 9 0
"4208" "ALN_0729" "ALN" 2021 "S1" 4 0.02
"4209" "GON_1176" "GON" 2021 "S3" 1 0.01
"4210" "GON_1072" "GON" 2022 "S2" 7 0
"4211" "RUI_0613" "RUI" 2021 "S2" 9 0.03
"4212" "ALN_0933" "ALN" 2022 "S2" 2 0
"4213" "ALN_0642" "ALN" 2021 "S3" 32 0.3
"4214" "KEV_0287" "KEV" 2022 "S1" 1 0
"4215" "ALN_0672" "ALN" 2021 "S3" 4 0.08
"4216" "ALN_0731" "ALN" 2021 "S3" 2 0.6
"4217" "KEV_0316" "KEV" 2022 "S2" 5 0
"4218" "GON_1039" "GON" 2021 "S3" 2 0.01
"4219" "KEV_0221" "KEV" 2022 "S1" 4 0.01
"4220" "RUI_0454" "RUI" 2021 "S2" 1 0.05
"4221" "RUI_0400" "RUI" 2021 "S2" 4 0.08
"4222" "RAS_1508" "RAS" 2022 "S2" 2 0
"4223" "ALN_0675" "ALN" 2021 "S3" 34 0.15
"4224" "RAS_1292" "RAS" 2021 "S3" 1 0.02
"4225" "RUI_0554" "RUI" 2021 "S2" 1 0.01
"4226" "RUI_0627" "RUI" 2021 "S2" 10 0.03
"4227" "ALN_0723" "ALN" 2021 "S3" 22 0.3
"4228" "RUI_0348" "RUI" 2021 "S3" 15 0.025
"4229" "GON_1049" "GON" 2022 "S2" 9 0.01
"4230" "GON_1096" "GON" 2022 "S1" 10 0.02
"4231" "RAS_1367" "RAS" 2022 "S2" 2 0
"4232" "GON_1216" "GON" 2021 "S3" 7 0.5
"4233" "RUI_0394" "RUI" 2021 "S2" 1 0.05
"4234" "RAS_1398" "RAS" 2022 "S2" 6 0
"4235" "GON_1165" "GON" 2022 "S2" 2 0
"4236" "GON_0965" "GON" 2021 "S3" 11 0.01
"4237" "RUI_0391" "RUI" 2021 "S1" 3 0.02
"4238" "RAS_1549" "RAS" 2022 "S2" 5 0
"4239" "RAS_1477" "RAS" 2022 "S1" 10 0
"4240" "ALN_0820" "ALN" 2021 "S3" 9 0.05
"4241" "ALN_0915" "ALN" 2022 "S2" 3 0
"4242" "ALN_0887" "ALN" 2021 "S2" 6 0.1
"4243" "KEV_0182" "KEV" 2021 "S1" 2 0.02
"4244" "RAS_1395" "RAS" 2021 "S3" 11 0.38
"4245" "ALN_0754" "ALN" 2021 "S3" 9 0.08
